,Date,Open,High,Low,Close,Volume,Daily_Return,Monthly_Return,Year,Month,50_MA,200_MA
2015-12-01,251,15.900667190551758,16.229999542236328,15.891332626342772,16.000667572021484,40725000,0.04234347420944906,0.04234347420944906,2015,12,14.892600059509277,15.787746624946594
2016-02-01,290,12.826666831970217,13.09000015258789,12.614666938781738,12.795332908630373,67485000,-0.2003250582491889,0.003817939286909544,2016,2,13.12727996826172,15.444869952201843
2016-03-01,312,15.28933334350586,15.82800006866455,15.000666618347168,15.317999839782717,120193500,0.1971552400524741,0.1971552400524741,2016,3,12.945026626586914,15.202953300476075
2016-05-01,354,14.869333267211914,14.983332633972168,14.766667366027832,14.881999969482422,41835000,-0.028463237685115383,-0.0728111083172156,2016,5,15.545853481292724,14.807389993667602
2016-06-01,376,14.197999954223633,14.233332633972168,13.934666633605955,14.152000427246094,72646500,-0.04905251604174787,-0.04905251604174787,2016,6,14.697746829986572,14.593640027046204
2016-08-01,419,14.028667449951172,14.173333168029783,13.90999984741211,14.133999824523926,49147500,-0.0012719475818777637,-0.09702290457247609,2016,8,14.696653347015383,14.492393364906311
2016-09-01,440,13.480667114257812,13.665332794189451,13.303333282470703,13.60200023651123,38794500,-0.037639705293445846,-0.037639705293445846,2016,9,14.358600006103519,14.335820026397705
2016-10-01,461,13.499333381652832,13.499333381652832,13.053999900817873,13.182000160217283,70384500,-0.0308778171585794,-0.0308778171585794,2016,10,13.643493309020997,14.185200014114379
2016-11-01,482,12.733332633972168,12.792667388916016,12.5,12.626667022705078,53206500,-0.04212813918696323,-0.04212813918696323,2016,11,13.136746692657471,14.268886699676514
2017-01-01,523,16.615999221801758,17.05933380126953,16.51333236694336,16.795333862304688,61741500,0.3301478396558313,0.1789508297421598,2017,1,14.283026733398437,14.280353384017944
2017-02-01,542,16.279333114624023,16.733333587646484,16.260000228881836,16.666000366210938,91171500,-0.007700561188844546,-0.007700561188844546,2017,2,16.140853385925293,14.465273356437683
2017-03-01,565,18.582000732421875,18.64533233642578,18.42133331298828,18.553333282470703,49419000,0.11324450226739402,0.11324450226739402,2017,3,17.278480110168456,14.765456714630126
2017-05-01,606,22.512666702270508,22.85933303833008,22.3439998626709,22.733999252319336,149451000,0.2253323381949135,0.08577703460392128,2017,5,20.211786766052246,16.00865005493164
2017-06-01,628,24.247333526611328,24.45133209228516,23.974666595458984,24.10733222961425,87727500,0.0604087719917914,0.0604087719917914,2017,6,22.49533332824707,17.139036712646483
2017-07-01,648,22.36666679382324,22.766000747680664,21.402666091918945,21.564666748046875,128026500,-0.10547270255162788,-0.10547270255162788,2017,7,22.902826652526855,17.965923376083374
2017-08-01,671,23.56999969482422,23.895999908447266,23.521333694458008,23.726667404174805,61092000,0.10025662262199075,0.10025662262199075,2017,8,22.99433319091797,19.158643355369566
2017-10-01,713,21.34866714477539,22.1299991607666,21.345333099365234,22.10199928283692,85084500,-0.06847434971217303,-0.02805631023319366,2017,10,23.383159980773925,21.20966667175293
2017-11-01,734,20.570667266845703,20.71333312988281,20.30266761779785,20.59000015258789,65274000,-0.06841006150168316,-0.06841006150168316,2017,11,22.035386505126954,21.580313291549682
2018-01-01,775,23.16733360290528,23.746000289916992,23.012666702270508,23.62066650390625,93211500,0.1471911767294205,0.13797978418688173,2018,1,21.85009323120117,22.415759916305543
2018-02-01,794,23.50466728210449,23.682666778564453,22.814666748046875,22.87066650390625,91045500,-0.03175185593835672,-0.03175185593835672,2018,2,22.326559982299806,22.566783266067503
2018-04-01,836,19.573999404907227,19.915332794189453,19.5,19.59333229064941,63423000,-0.14329858785257,0.10434740448152713,2018,4,20.632173156738283,21.99006323814392
2018-05-01,858,19.1473331451416,19.357999801635746,18.86199951171875,18.98200035095215,88795500,-0.031201019338043423,-0.031201019338043423,2018,5,19.328560028076172,21.619449949264528
2018-07-01,900,19.483333587646484,19.88800048828125,19.271333694458008,19.8759994506836,76153500,0.047097201728089066,-0.13066044791465647,2018,7,21.13941318511963,21.191636590957643
2018-08-01,923,20.13333320617676,20.35400009155273,19.906667709350582,20.11066627502441,80626500,0.011806542102351436,0.011806542102351436,2018,8,21.620559883117675,21.235259923934937
2018-10-01,965,22.16933250427246,22.799999237060547,21.940000534057617,22.488000869750977,114364500,0.11821262220829531,0.2740114899082402,2018,10,19.43088001251221,20.745679960250854
2018-11-01,986,22.788667678833008,23.440000534057617,22.55066680908203,23.365333557128903,84436500,0.03901336950578127,0.03901336950578127,2018,11,20.761173400878906,20.789979944229128
2018-12-01,1005,22.519332885742188,22.61400032043457,21.68400001525879,22.18666648864746,94534500,-0.0504451205714469,-0.0504451205714469,2018,12,22.383746643066406,20.833006620407104
2019-01-01,1026,20.06666755676269,20.770666122436523,19.600000381469727,20.468000411987305,188538000,-0.07746391633639815,-0.07746391633639815,2019,1,22.233586692810057,21.0048699760437
2019-02-01,1045,21.26133346557617,21.33333206176757,20.720666885375977,21.32533264160156,157810500,0.04188646728344536,0.04188646728344536,2019,2,21.05742664337158,21.09060996055603
2019-04-01,1087,16.137332916259766,16.28066635131836,15.800000190734863,15.912667274475098,141969000,-0.25381387751801854,-0.1471092382028042,2019,4,18.477413291931153,20.47892664909363
2019-05-01,1109,12.34000015258789,12.661333084106444,12.273332595825195,12.343999862670898,156100500,-0.22426582233190806,-0.22426582233190806,2019,5,16.44474670410156,19.701630001068118
2019-07-01,1151,16.200000762939453,16.44533348083496,15.776666641235352,16.107332229614258,137673000,0.3048713876224136,0.08122252974300093,2019,7,14.856813373565673,18.754306683540346
2019-09-01,1193,16.200000762939453,16.26533317565918,15.740667343139648,16.058000564575195,88197000,-0.003062683772571795,0.0676388894701141,2019,9,15.53962673187256,17.36873668193817
2019-10-01,1216,20.87333297729492,21.26666641235352,20.86666679382324,20.994667053222656,76005000,0.3074272210164204,0.3074272210164204,2019,10,16.529240074157716,16.859300031661988
2019-12-01,1257,27.0,28.086000442504883,26.80533218383789,27.8886661529541,154285500,0.32836906068835336,0.2678971533628465,2019,12,23.150693435668945,17.667536706924437
2020-01-01,1278,42.66666793823242,43.53333282470703,42.167999267578125,43.37133407592773,235789500,0.5551598573434688,0.5551598573434688,2020,1,29.012706642150878,19.45209669113159
2020-03-01,1319,33.41666793823242,36.19733428955078,33.133331298828125,34.93333435058594,266572500,-0.19455245970921398,-0.2155570713684315,2020,3,43.60372001647949,25.544620013237
2020-04-01,1340,57.01266860961914,57.98799896240234,50.900001525878906,52.12533187866211,427078500,0.492137319488021,0.492137319488021,2020,4,42.394266815185546,28.57806005001068
2020-06-01,1382,67.0999984741211,72.51266479492188,66.91533660888672,71.98733520507812,253777500,0.38104320127209923,0.2931856328270819,2020,6,57.58174659729004,37.71211002349853
2020-07-01,1404,101.0,101.13666534423828,94.73200225830078,95.38400268554688,183123000,0.3250108843981532,0.3250108843981532,2020,7,77.66056022644042,46.64678672790527
2020-08-01,1425,148.20333862304688,166.7133331298828,146.70333862304688,166.10667419433594,355123200,0.7414521252787116,0.7414521252787116,2020,8,102.56160018920899,57.104713382720945
2020-09-01,1446,140.44000244140625,144.64332580566406,140.1566619873047,143.00332641601562,144436800,-0.13908741409927106,-0.13908741409927106,2020,9,124.23882644653321,69.17467662811279
2020-11-01,1488,200.73666381835932,202.6000061035156,184.836669921875,189.1999969482422,189009300,0.323046125499447,0.4627358021475634,2020,11,146.86166564941405,92.55287643432617
2020-12-01,1510,233.3300018310547,239.5733337402344,230.3733367919922,235.22332763671875,148949700,0.24325228028976542,0.24325228028976542,2020,12,177.9011325073242,110.89836305618286
2021-03-01,1571,215.5399932861328,224.0,213.70333862304688,222.6433258056641,100011900,-0.05348109797376621,-0.011206569460840976,2021,3,246.6444662475586,172.62100952148438
2021-04-01,1592,222.52999877929688,238.4900054931641,222.04666137695312,236.47999572753903,122276100,0.06214724771921709,0.06214724771921709,2021,4,228.68546600341796,189.14930278778075
2021-06-01,1634,226.58999633789065,230.9366607666016,226.04666137695312,226.5666656494141,56774700,-0.041920374903704816,0.08713734718910104,2021,6,212.29520111083986,208.0232830810547
2021-08-01,1677,244.3333282470703,246.79666137695312,242.14666748046875,245.2400054931641,62566200,0.08241874324374288,0.07060538379906944,2021,8,226.92220092773437,226.53851692199706
2021-09-01,1698,260.3333435058594,263.0433349609375,258.3333435058594,258.49334716796875,53868000,0.05404233150359339,0.05404233150359339,2021,9,239.69946838378905,233.49798385620116
2021-11-01,1740,381.4566650390625,389.3333435058594,372.6666564941406,381.586669921875,81276000,0.47619532224912664,0.02761218887377903,2021,11,320.82866760253904,248.64176712036132
2021-12-01,1762,357.8133239746094,360.6666564941406,351.5299987792969,352.260009765625,40733700,-0.07685451947850863,-0.07685451947850863,2021,12,353.5023986816406,260.67585052490233
2022-01-01,1782,290.9033203125,312.663330078125,287.3500061035156,312.239990234375,104436000,-0.11360931817914044,-0.11360931817914044,2022,1,343.9863983154297,271.7771169281006
2022-02-01,1801,271.6700134277344,292.28668212890625,271.57000732421875,290.1433410644531,99006900,-0.0707681586632628,-0.0707681586632628,2022,2,320.47819763183594,278.06883338928225
2022-03-01,1824,364.8566589355469,367.71331787109375,358.8800048828125,359.20001220703125,48992700,0.2380088093327557,0.2380088093327557,2022,3,300.4512646484375,290.0996662902832
2022-05-01,1865,257.9466552734375,259.6000061035156,244.7433319091797,252.7533264160156,101914500,-0.2963437699708742,-0.1291974857378615,2022,5,302.19086853027346,304.3130830383301
2022-06-01,1886,224.509994506836,229.4566650390625,218.8633270263672,224.47332763671875,94600500,-0.11188774122303657,-0.11188774122303657,2022,6,255.45300048828125,303.74286636352537
2022-08-01,1929,280.6199951171875,281.25,271.8099975585937,275.6099853515625,52107300,0.22780727783214338,-0.07248867234513756,2022,8,269.14620086669925,297.8079662322998
2022-09-01,1950,266.1499938964844,275.57000732421875,262.4700012207031,265.25,67726600,-0.03758929611475259,-0.03758929611475259,2022,9,289.95686767578127,290.7814830780029
2022-10-01,1971,226.19000244140625,229.8500061035156,221.94000244140625,227.5399932861328,61554300,-0.14216779156971604,-0.14216779156971604,2022,10,261.3840679931641,277.72326683044435
2022-11-01,1992,182.42999267578125,194.759994506836,180.6300048828125,194.6999969482422,109186400,-0.14432626046795272,-0.14432626046795272,2022,11,219.2227996826172,265.3592670440674
2023-01-01,2033,164.57000732421875,174.3000030517578,162.77999877929688,173.22000122070312,196813500,-0.11032355451576703,0.4062347847991097,2023,1,150.43899963378908,231.32146720886232
2023-02-01,2052,210.58999633789065,211.22999572753903,203.75,205.7100067138672,153144900,0.18756497670132144,0.18756497670132144,2023,2,158.5619998168945,221.404150390625
2023-03-01,2075,197.52999877929688,207.7899932861328,197.1999969482422,207.4600067138672,170222100,0.008507121398494633,0.008507121398494633,2023,3,187.50580017089842,215.8244337463379
2023-05-01,2116,199.77999877929688,203.9499969482422,195.1199951171875,203.92999267578125,150711700,-0.017015395371863695,0.2411295460159617,2023,5,179.57419921875,199.31290000915527
2023-06-01,2137,260.6000061035156,264.45001220703125,259.8900146484375,261.7699890136719,112267600,0.28362672689273194,0.28362672689273194,2023,6,203.30039947509766,194.5716497039795
2023-07-01,2157,267.4800109863281,269.0799865722656,263.7799987792969,267.42999267578125,84582200,0.021622049507798113,0.021622049507798113,2023,7,246.7061996459961,194.89339973449708
2023-08-01,2180,255.97999572753903,261.17999267578125,255.0500030517578,258.0799865722656,108861700,-0.034962443852926794,-0.034962443852926794,2023,8,256.63499938964844,198.33694961547852
2023-10-01,2222,196.1199951171875,202.8000030517578,194.07000732421875,200.83999633789065,118068300,-0.22179166619859947,-0.19734635377632148,2023,10,246.01979919433595,217.7772996520996
2023-11-01,2243,245.13999938964844,245.22000122070312,236.91000366210932,240.0800018310547,132353200,0.19537943740621833,0.19537943740621833,2023,11,235.1682000732422,223.90754974365234
